,Index,Highest Charting Position,Number of Times Charted,Song Name,Artist,Artist Followers,Song ID,Duration (ms)
723,724,9,39,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",36177712,2DEZmgHKAvm41k4J3R2E9Y,295177
724,725,43,2,LA DROGA,Bad Bunny,36177712,67ACYA3UI6QMNtHX6b34wX,162299
725,726,60,17,GO (feat. Juice WRLD),The Kid LAROI,2238190,2rPHUAeUPbNgTmK18FPTiZ,181688
726,727,180,2,Jenny (I Wanna Ruin Our Friendship),Studio Killers,181236,4JLBDUYSaOMPYND0iWeSWQ,215280
727,728,35,5,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,1276406,6FuGJB290AQMAHTfjOYVaK,192745
728,729,41,1,HOY COBRÉ,Bad Bunny,36177712,0tjZv2hChdHZCW1zFXpy1J,162151
729,730,44,1,MALDITA POBREZA,Bad Bunny,36177712,0Lsis3LB0XAK6XlTHXaJk2,213609
730,731,48,1,EL MUNDO ES MÍO,Bad Bunny,36177712,36DHxTW2xdr9GG15T9oK9L,165199
731,732,53,1,ANTES QUE SE ACABE,Bad Bunny,36177712,7kjEqI6eZ7YlFrGhxixnlN,221187
732,733,59,1,SORRY PAPI,"Bad Bunny, ABRA",36177712,5jZ32WOU7sqzDYbzINwMUk,163053
733,734,63,1,120,Bad Bunny,36177712,3KJ3opyV29269SXkPrc19l,151506
734,735,66,1,TRELLAS,Bad Bunny,36177712,09WAnxdBuebQopKhJT3oZS,157673
735,736,83,2,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,3609658,1SV1fxF65n9NhRHp3KlBuu,227653
736,737,16,2,Fly To My Room,BTS,37151476,3QH8rQGNFX8VLbCgZ7uPTS,222243
737,738,24,2,Telepathy,BTS,37151476,2FVpOsjT1iquZ3SpCjZ9Ne,202313
738,739,26,2,Dis-ease,BTS,37151476,54DmTIv86D3sYdiawjULQ0,239722
739,740,27,2,Stay,BTS,37151476,3ndCsZfq8OVwwkz9mmZvUz,204800
740,741,151,5,Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,15778531,5i7ThJfYLAzp2DyZuFpF6j,213672
741,742,171,1,CANTARES DE NAVIDAD,Trio Vegabajeño,36177712,2Iv6YBslkxslMJQsxshZh5,199720
742,743,172,1,Plastic Hearts,Miley Cyrus,15778531,6qCsKKS7Ol63SJW3LOIX5R,205733
743,744,63,24,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",2435159,2tFwfmceQa1Y6nRPhYbEtC,227520
744,745,78,1,Skit,BTS,37151476,4GVwjLRT7oSsKby7Vy8EHr,179548
745,746,105,1,Baby (with J Balvin),Sfera Ebbasta,4430628,3eblNP3Zd5b5J3JaOckl8Y,193555
746,747,82,11,Tick Tock (feat. 24kGoldn),"Clean Bandit, Mabel",4431309,27u7t9d7ZQoyjsCROHuZJ3,178374
747,748,139,1,Dime Cómo Quieres,"Christian Nodal, Ángela Aguilar",8123757,4jcxBTrNvyqMJdMDyyjdYV,171360
748,749,162,1,Tik Tok (feat. Marracash & Guè Pequeno),Sfera Ebbasta,4430628,3tkYK45AZC0PqJ7MSe6IyJ,230389
749,750,88,12,Jerusalema (feat. Nomcebo Zikode),Master KG,247480,2MlOUXmcofMackX3bxfSwi,342613
750,751,19,20,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy, , , 
751,752,174,1,Abracadabra (feat. Future),Sfera Ebbasta,4430628,2GuLouaDNgLGxdJoe0vYf6,192965
752,753,36,22,Djadja (feat. Maluma) - Remix,Aya Nakamura,2953525,6AzKhCHOms83jvNVLsz0Bt,166851
753,754,140,3,ALWAYS DO,The Kid LAROI,2238190,3QCU8BT0zDS9LPVfEhRFEE,151705
754,755,7,16,Smile (with The Weeknd),Juice WRLD,19102888,6wQlQrTY5mVS8EGaFZVwVF,196180
755,756,22,8,Pretty Savage,BLACKPINK,23848461,1XnpzbOGptRwfJhZgLbmSr,201122
756,757,41,7,Savage Love (Laxed – Siren Beat) [BTS Remix],"Jawsh 685, Jason Derulo",100635,4TgxFMOn5yoESW6zCidCXL,184905
757,758,188,1,Mirrors,Justin Timberlake,11034144,4rHZZAmHpZrA3iH5zx8frV,484147
758,759,192,1,Hollywood (feat. Diplo),Sfera Ebbasta,4430628,0WXU7I74NEN1DMLIT406Wx,191869
759,760,24,8,Runnin,"21 Savage, Metro Boomin",9949044,5SWnsxjhdcEDc7LJjq9UHk,195906
760,761,105,23,Are You Bored Yet? (feat. Clairo),Wallows,1963296,57RA3JGafJm5zRtKJiKPIm,178000
761,762,44,44,"10,000 Hours (with Justin Bieber)",Dan + Shay,2334615,2wrJq5XKLnmhRXHIAf9xBa,167693
762,763,87,11,You Got It,Vedo,260236,4lsHZ92XCFOQfzJFBTluk8,203145
763,764,129,14,Quiéreme Mientras Se Pueda,Manuel Turizo,7909963,34LI7rwi9H8w2S5KTHnv1M,191945
764,765,9,28,Party Girl,StaySolidRocky,150587,5RqR4ZCCKJDcBLIn4sih9l,147800
765,766,95,1,Drankin N Smokin,"Future, Lil Uzi Vert",10491105,0k7wmahjkn389wAZdz19Cv,213520
766,767,86,19,Be Like That - feat. Swae Lee & Khalid,Kane Brown,3509653,5f1joOtoMeyppIcJGZQvqJ,191406
767,768,74,3,MORE,"K/DA, Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine, League of Legends",1245965,6juLaduD4STCUDWT0AYun4,217088
768,769,140,5,Enchule,Rauw Alejandro,6096559,3ThrfRAmijYU098H9q9tAs,185719
769,770,153,1,Stripes Like Burberry,"Future, Lil Uzi Vert",10491105,6lt8iodSkYWEV0ifKCSlfg,274313
770,771,117,4,Papi Chulo,"Octavian, Skepta",213344,6Juv5N0dNU1imms9c9u1dA,161668
771,772,20,3,off the table (with The Weeknd),Ariana Grande,67208170,7E1jVNoWuemqUryI4FxsVD,239949
772,773,52,4,Spicy (feat. Post Malone),Ty Dolla $ign,3866304,5IUtvfNvOyVYZUa6AJFrnP,143375
773,774,124,3,Sweet Melody,Little Mix,9398941,76Tuo484SLohJakHLnGI3B,213693
774,775,144,4,Blueberry Eyes (feat. SUGA of BTS),MAX,689627,5dn6QANKbf76pANGjMBida,172245
775,776,168,1,That’s It,"Future, Lil Uzi Vert",10491105,5n6gBhdEjCuj3obgCoTEFD,228796
776,777,157,4,Promiscuous,"Nelly Furtado, Timbaland",2688557,2gam98EZKrF9XuOkU13ApN,242293
777,778,22,18,GREECE (feat. Drake),DJ Khaled,6281829,35RJhm1pEovTBwnNR0zWad,218902
778,779,25,3,just like magic,Ariana Grande,67208170,7Dx9Z6Aon1qPS2N0rHSWTe,149900
779,780,53,15,Still Don't Know My Name,Labrinth,1685215,6N22FZs2ZhPBYi3b9XPajV,153294
780,781,32,25,Hasta Que Dios Diga,"Anuel AA, Bad Bunny",18306226,06s3QtMJVXw1AJX3UfvZG1,246000
781,782,102,46,Get You The Moon (feat. Snøw),Kina,661863,4ZLzoOkj0MPWrTLvooIuaa,179080
782,783,162,4,Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,486194,7o4gBbTM6UBLkOYPw9xMCz,170233
783,784,29,4,Forever After All,Luke Combs,5371000,6IBcOGPsniK3Pso1wHIhew,232533
784,785,76,14,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","Super Yei, Jone Quest", , , 
785,786,156,15,SLOW DANCING IN THE DARK,Joji,4759367,0rKtyWc8bvkriBthvHKY8d,209274
786,787,92,10,Don Don,"Daddy Yankee, Anuel AA, Kendo Kaponi",23936368,3kml9ZdpT7UYk1ugkjqOzt,275893
787,788,5,12,my future,Billie Eilish,47061119,3YUMWmx8EJq0DurfuIwoGh,210005
788,789,163,4,Nada,"Cali Y El Dandee, Danna Paola",3152313,4K8cyoCDovlc4FvtUr2Hfx,174027
789,790,38,2,safety net (feat. Ty Dolla $ign),Ariana Grande,67208170,14gkWVFMwdxBMyqBw1wmIg,208457
790,791,31,2,shut up,Ariana Grande,67208170,3ko9jEHNt4O5fjKN65ULJp,157710
791,792,42,2,nasty,Ariana Grande,67208170,0sci7ppTZFm4mjcH3nu8yO,200733
792,793,168,1,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI,2238190,13EW51DKru044OJDJ9Bm8o,153147
793,794,49,12,Ayer Me Llamó Mi Ex (feat. Lenny Santos),KHEA,3198705,6C6mUonH6MNdSg5pw7kOc9,206760
794,795,119,11,Madrid (feat. Myke Towers),Maluma,26784251,19OXtYzrJyCrQvTbfukt4H,198570
795,796,85,12,Caramelo - Remix,"Ozuna, KAROL G, Myke Towers",29238936,2uu2aGqA2UblCg581Q7l1g,233160
796,797,25,6,Mr. Right Now (feat. Drake),"21 Savage, Metro Boomin",9949044,4Q34FP1AT7GEl9oLgNtiWj,193839
797,798,41,19,Got It On Me,Pop Smoke,6852509,25zlnOAzbVoOzIeXSvQFf1,164580
798,799,49,2,my hair,Ariana Grande,67208170,6u7gmPOz7pzzaeR9xSBpsR,158436
799,800,59,2,obvious,Ariana Grande,67208170,0q85C1JiECyYIQthz1posA,146959
800,801,30,45,Beautiful People (feat. Khalid),Ed Sheeran,83337783,4evmHXcjt3bTUHD1cvny97,197867
801,802,29,32,Favorito,Camilo,10580764,0Snbzbd74RLfL0i4nn1vU5,211613
802,803,42,30,After Party,Don Toliver,1606884,527k23H0A4Q0UJN3vGs0Da,167916
803,804,14,37,Rojo,J Balvin,1251372,3zR9JVqHsILrkNyCOqA6jM,151147
804,805,51,1,six thirty,Ariana Grande,67208170,2IKJtXeR5UsaUjZB46fTOK,183874
805,806,65,1,love language,Ariana Grande,67208170,6NYtLvyThMT0oALFdJFdzq,179861
806,807,66,1,west side,Ariana Grande,67208170,1whfVLMKWqAX3uk97VXsNN,132279
807,808,146,1,Thriller,Michael Jackson,19345579,7azo4rpSUh8nXgtonC6Pkq,358053
808,809,105,26,Dancing With A Stranger (with Normani),Sam Smith,17097317,6Qs4SXO9dwPj5GKvVOv8Ki,171030
809,810,91,2,Angeklagt,Bonez MC,1683006,5eu4Lxm5TlI0tKSTTDWJAT,168991
810,811,176,1,Kids Again,Sam Smith,17097317,1ABS9lKaZ1uXkXCqr9zFO7,207528
811,812,179,1,Highway to Hell,AC/DC,20110171,2zYzyRzz6pRmhPzyfMEC8s,208400
812,813,38,7,Me Gusta (with Cardi B & Myke Towers),Anitta,10741972,7e1VoRlNumuEkXlITMHKLE,180788
813,814,133,8,24 (feat. Lil Baby),Money Man,345027,0xUvi7wldroBzaZCengPa5,182857
814,815,23,27,Relación,Sech,8766508,35UUpTmrcFXNIVIN26ujXl,247308
815,816,14,6,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,17732077,4jVBIpuOiMj1crqd8LoCrJ,202795
816,817,11,4,Bet You Wanna (feat. Cardi B),BLACKPINK,23848461,7iAgNZdotu40NwtoIWJHFe,161168
817,818,82,8,Wolves (feat. Post Malone),Big Sean,8673345,33gwZOGJWEZ7dRWPqPxBEZ,199758
818,819,88,27,"thank u, next",Ariana Grande,67208170,3e9HZxeyfWwjeyPAMmWSSQ,207320
819,820,19,28,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",5966748,14wf185UxfNbSy8dwt4r4q,249143
820,821,137,2,Fake,"Lauv, Conan Gray",4442273,4Gt2kh3QbAGU6yquOWn4aW,146375
821,822,56,7,OK Not To Be OK,"Marshmello, Demi Lovato",1251372,6PiO7fUEPKnJfaCQbPrIyg,159863
822,823,1,27,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",179193,39Yp9wwQiSRIDOvrVg7mbk,165978
823,824,37,14,Mamichula - con Nicki Nicole,"Trueno, Bizarrap, Taiu, TATOOL",2172969,0TUW9faHNaBmi89wsYGp9y,219202
824,825,172,14,Let Her Go,Passenger,2819406,0JmiBCpWc1IAc0et7Xm7FL,252733
825,826,26,27,Play Date,Melanie Martinez,10925614,4DpNNXFMMxQEKl7r0ykkWA,179867
826,827,32,23,Lose Somebody,"Kygo, OneRepublic",7593792,1sgDyuLooyvEML4oHspNza,199549
827,828,197,1,Someone Like You,Adele,28335338,1zwMYTA5nlNjZxYrvBB2pV,285240
828,829,73,34,It's You,Ali Gatie,1758300,5DqdesEfbRyOlSS3Tf6c29,212607
829,830,68,18,Stunnin' (feat. Harm Franklin),Curtis Waters,68875,2JSmxLqt8h7ZpJJkfuLJvK,144000
830,831,35,3,Love To Hate Me,BLACKPINK,23848461,7iKDsPfLT0d5mu2htfMKBZ,171798
831,832,165,1,Hate The Way (feat. blackbear),G-Eazy,4894656,3QGppKBPd9gHOgHJzRbVIw,214363
832,833,89,9,Bande organisée,"13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari",249910,205HNJ73cgpC0LAOnuQiWT,356347
833,834,32,3,Crazy Over You,BLACKPINK,23848461,7qq0EOPW4RRlqdvMBmdd73,163946
834,835,109,2,"Baby, I'm Jealous (feat. Doja Cat)",Bebe Rexha,6569150,2fTdRdN73RgIgcUZN33dvt,175873
835,836,15,21,TKN (feat. Travis Scott),ROSALÍA,4769627,4w47S36wQGBhGg073q3nt7,129371
836,837,135,15,El Mismo Aire - con Pablo Alborán,Camilo,10580764,5EbtodsuLbxrFDH6j5avVS,188213
837,838,18,34,Yo Perreo Sola,Bad Bunny,36177712,0SqqAgdovOE24BzxIClpjw,172127
838,839,192,1,Let Me Love You Like A Woman,Lana Del Rey,13697048,1gxdWpeOUBpvB908fiZs4D,200661
839,840,69,22,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,3337982,3nS9a01VvXHQriLqJYwRqG,197760
840,841,54,29,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez",6096559,50ZC4PM7hywH27RcCfViau,197721
841,842,77,34,July,Noah Cyrus,891555,6J2LdBN97cDWn0MLxYh9HB,156106
842,843,93,38,Bruises,Lewis Capaldi,8388838,4Of7rzpRpV1mWRbhp5rAqG,220492
843,844,46,2,You Never Know,BLACKPINK,23848461,3b7trEcKoglybN5MxGuSaw,229236
844,845,12,32,Supalonely,"BENEE, Gus Dapperton",638337,4nK5YrxbMGZstTLbvj6Gxw,223480
845,846,53,2,Glock In My Lap,"21 Savage, Metro Boomin",9949044,6pcywuOeGGWeOQzdUyti6k,193591
846,847,49,4,Better,ZAYN,16655692,1dLXLETYiZohIZWnse4ypG,174517
847,848,59,3,forget me too (feat. Halsey),Machine Gun Kelly,3868320,1VSuFS7PahCN3SWbOcQ98m,171621
848,849,110,12,Oh Juliana,Niack,352402,4xWzZmX4K1yyrdtRfbUvjt,153078
849,850,81,16,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix","Feid, J Balvin, Justin Quiles",613348,7lUdbnz7wsv3C9zzf4WHl9,333800
850,851,108,17,No Guidance (feat. Drake),Chris Brown,14073083,6XHVuErjQ4XNm6nDPVCxVX,260640
851,852,65,1,Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin",9949044,3ruoIF2UnoXdzK8mR61ebq,190331
852,853,68,1,Many Men,"21 Savage, Metro Boomin",9949044,3CDVMejYHnB1SkEEx0T1N4,201856
853,854,77,1,Slidin,"21 Savage, Metro Boomin",9949044,7fxSLnklnayJNBIKntXedZ,185037
854,855,84,1,Outta Time (feat. Drake),Bryson Tiller,5019909,4SCnCPOUOUXUmCX2uHb3r7,198822
855,856,131,1,My Dawg,"21 Savage, Metro Boomin",9949044,42Tohunwlh34o0mgxYx5iq,181716
856,857,138,1,Snitches & Rats (feat. Young Nudy),"21 Savage, Metro Boomin",9949044,3WaDoMDQRqDdgtCDLxanpN,187773
857,858,139,1,Brand New Draco,"21 Savage, Metro Boomin",9949044,4V9ynsDPwHtdItksqjuRu0,202420
858,859,153,1,Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],Internet Money,412466,5sBplhIrmzA4kQGyIOpmDf,181496
859,860,77,2,Your Man,Joji,4759367,6Vgtvd7I5yopJdBuxqjBd2,163759
860,861,179,1,No Opp Left Behind,"21 Savage, Metro Boomin",9949044,50I7FNN2rl2rWiNwGxS146,194214
861,862,106,5,Lets Link,WhoHeem,25417,6fMzgFFGzWCwiHMzDzNpp5,159955
862,863,190,1,RIP Luv,"21 Savage, Metro Boomin",9949044,1wGnp7ejkCuXRsehXx0PNP,214192
863,864,197,1,Steppin On Niggas,"21 Savage, Metro Boomin",9949044,7FtZFla3ZH6PqsAJ9MvVCM,140833
864,865,58,4,Gimme Love,Joji,4759367,2hfoyc7ve6xM4ZEiNIiU1B,214558
865,866,97,1,Ew,Joji,4759367,7xcUWyLh6fIMsYjoVI7NnZ,207710
866,867,99,2,Daylight,"Joji, Diplo",4759367,6Ed1q0X8oSKSm4IIhiQbYg,163906
867,868,116,1,Epidemic,Polo G,4849204,170DNUSnQRp1tGpppF26pA,177273
868,869,123,1,bloody valentine,Machine Gun Kelly,3868320,6mADjHs6FXdroPzEGW6KVJ,205159
869,870,126,1,MODUS,Joji,4759367,5SjtAe7xzUgHDtNTmt8zS7,207265
870,871,145,1,Tick Tock,Joji,4759367,5E7p95xh9Ul4vZp4LEoJwi,132215
871,872,151,1,Sanctuary,Joji,4759367,3xaugmCyXrVkrDTXbFkMW3,180019
872,873,112,5,feel something,Bea Miller,2396662,7JDWhC422Gtk1Bq0mL3OTC,180161
873,874,86,8,Tap In,Saweetie,1255573,4Hpib09wXgD84w4uwTPnYD,139413
874,875,171,1,Pretty Boy (feat. Lil Yachty),Joji,4759367,0f1G5SHFoFC9lO03gHCGVS,156759
875,876,177,1,Afterthought,"Joji, BENEE",4759367,6zvqq50PL7io0rprbkrYc9,194871
876,877,164,4,+Linda,Dalex, , , 
877,878,24,5,Over Now (with The Weeknd),Calvin Harris,21946934,58AGoOGbwsQMhBbH0eFLRR,210795
878,879,14,12,Hate The Other Side (with Marshmello & The Kid Laroi),"Juice WRLD, Polo G",19102888,0ada5XsQGLPUVbmTCkAP49,160212
879,880,188,1,drunk face,Machine Gun Kelly,3868320,3k0YJnqMKRZb8swo86vCkq,143901
880,881,76,17,Tak Tiki Tak,Harry Nach,134339,7gwwt1IaAWwmB7af0AcuBM,212406
881,882,26,35,WHATS POPPIN,Jack Harlow,3828418,2MbdDtCv5LUVjYy9RuGTgC,227478
882,883,143,7,Money Trees,"Kendrick Lamar, Jay Rock",17931101,2HbKqm4o0w5wEeEFXm2sD4,386907
883,884,65,5,Blastoff (feat. Juice Wrld & Trippie Redd),"Internet Money, Diplo",412466,2rFsFjq0D9JAmc0APpCO6P,174730
884,885,148,1,September,"Earth, Wind & Fire",3008916,2grjqo0Frpf2okIBiifQKs,215093
885,886,64,17,Secrets,"Regard, RAYE",152237,66W1rVTnEv86dIkFhoiElg,176767
886,887,150,13,21,Polo G,4849204,3JKgcAa7r07ocVWcV8bS0H,163798
887,888,158,1,BXL ZOO,"Damso, Hamza",3071170,1VBt9dPtYfLnVeKaa6CQPr,201333
888,889,159,1,DEUX TOILES DE MER,Damso,3071170,6vw0mOQ5vm3C5RPm7Rvl2w,315640
889,890,4,9,exile (feat. Bon Iver),Taylor Swift,42227614,4pvb0WLRcMtbPGmtejJJ6y,285634
890,891,10,22,Righteous,Juice WRLD,19102888,5dOxHHMOFAbG3VH23t0xNm,242181
891,892,9,11,Conversations,Juice WRLD,19102888,4K06PO78fW4mnBVenxGNob,181661
892,893,181,1,Dolly (with Lil Uzi Vert),Lil Tecca,4022792,77Xwqkw7VrV8E5FCq9JhO8,179813
893,894,23,21,Chicago Freestyle (feat. Giveon),Drake,56327031,4wVOKKEHUJxHCFFNUWDn0B,220488
894,895,4,20,GOOBA,6ix9ine,6514102,4NhDYoQTYCdWHTvlbGVgwo,132303
895,896,12,34,Physical,Dua Lipa,27167675,3AzjcOeAmA57TIOr9zF1ZW,193829
896,897,194,1,Hot Stuff,"Kygo, Donna Summer",7593792,00ETaeHUQ6lops3oWU1Wrt,199008
897,898,197,1,Who's Laughing Now,Ava Max,3916979,1Pmp486RrLRkaEkE3HFHXP,180348
898,899,91,33,Sweet but Psycho,Ava Max,3916979,7DnAm9FOTWE3cUvso43HhI,187436
899,900,83,2,Del Mar,"Ozuna, Doja Cat, Sia",29238936,5cpJFiNwYyWwFLH0V6B3N8,214507
900,901,72,2,Hit Different,"SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign",5888533,7Bar1kLTmsRmH6FCKKMEyU,202008
901,902,65,8,Nobody's Love,Maroon 5,32279979,2ST72jD2KVe7f3fbcGyX1b,211254
902,903,167,1,Máquina do Tempo,Matuê,3263283,5oI9blwsXC8AkTWw6wASY8,230400
903,904,112,2,Fuckst mich nur ab,Bonez MC,1683006,0y8mJFmm4ogCHnfe0oTuT6,182931
904,905,122,29,Jangueo,"Alex Rose, Rafa Pabön",2168452,1bRpSCFv6P2OUhciByeRYR,259600
905,906,68,13,We Paid (feat. 42 Dugg),Lil Baby,7816213,6gxKUmycQX7uyMwJcweFjp,181929
906,907,183,1,Ihr Hobby,"Bonez MC, Maxwell",1683006,4aZfvvgfoSfmSZpfwQYzC0,185330
907,908,150,5,When I Look At You,Miley Cyrus,15778531,7ywzEdEuVG1lsjsRCGJfLy,248587
908,909,21,29,Boss Bitch,Doja Cat,8671649,78qd8dvwea0Gosb6Fe6j3k,134240
909,910,142,4,Ain't It Different (feat. AJ Tracey & Stormzy),Headie One,328877,6NJfIydBMYrXvlaXsFxmc8,196363
910,911,75,14,Some Say - Felix Jaehn Remix,Nea,38111,7C1trmcQQ5n5RNy4l6ziCv,186878
911,912,13,21,Savage Remix (feat. Beyoncé),"Beyoncé, Megan Thee Stallion",28335112,5v4GgrXPMghOnBBLmveLac,242001
912,913,115,1,Lithuania (feat. Travis Scott),Big Sean,8673345,4VLTxHOyFX5FRtkpsFm5Pc,199250
913,914,157,1,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",Saweetie,1255573,5woaU1FNkqCwg6WzWiQPW5,253569
914,915,91,3,Not Shy,ITZY,2384076,4ecVWqbtW6phQGpZMAyqIU,177728
915,916,71,3,"The Plan - From the Motion Picture ""TENET""",Travis Scott,17732077,551xyaSJsg8hILXFq9JdST,185851
916,917,152,3,ADMV,Maluma,26784251,3eJMSq78dDaFb7VvhNFnq6,193700
917,918,122,9,Alane,"Robin Schulz, Wes",2786366,2u6Jm2klS4yvAlbSHlxUwI,175016
918,919,82,2,THE BADDEST,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",1245965,2V4Fx72svQRxrFvNT1eq5f,162600
919,920,112,10,Desce Pro Play (PA PA PA),"Mc Zaac, Anitta, Tyga",1555628,4zGtfOglDBfVUypabBwIjQ,168507
920,921,103,12,Mariposa,Peach Tree Rascals,177972,4ja2gzrNh9VNigzoXfmbwD,210000
921,922,5,7,the 1,Taylor Swift,42227614,0Jlcvv8IykzHaSmj49uNW8,210252
922,923,11,37,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",5966748,6cy3ki60hLwimwIje7tALf,221714
923,924,134,6,Unterwegs,"KitschKrieg, Jamule, SFR",166517,7mrWTjhYctgEQb0lJKrVWy,233905
924,925,86,8,What's Love Got to Do with It,"Kygo, Tina Turner",7593792,3Be7CLdHZpyzsVijme39cW,208156
925,926,148,1,Cry About It Later,Katy Perry,18936929,43WYPxyEfIxlIjNlxQGYzc,159286
926,927,71,12,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,67074,0dZpw3h6KZhcHec61qwevZ,210329
927,928,185,1,Gifted (feat. Roddy Ricch),Cordae,1492551,0mb3uDw5vfFUcZfJYFOMRu,168477
928,929,27,36,OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott",437907,6gi6y1xwmVszDWkUqab1qw,157712
929,930,174,4,Anaranjado,"Jowell & Randy, J Balvin",2919696,5iw28wvyHgj4ppOu5AdcEU,212011
930,931,111,11,Reggaetonera,Anuel AA,18306226,6yVkakCN460KOVol9ZazjH,212312
931,932,5,11,Sour Candy (with BLACKPINK),Lady Gaga,18585963,6R6ZoHTypt5lt68MWbzZXv,157707
932,933,113,4,Rags2Riches 2 (feat. Lil Baby),Rod Wave,2203386,40TPiJpvwGIyvPjJMDTKfy,235988
933,934,31,34,Bandit (with YoungBoy Never Broke Again),Juice WRLD,19102888,6Gg1gjgKi2AK4e0qzsR7sd,189323
934,935,117,16,PAM,"Justin Quiles, Daddy Yankee, El Alfa",2897862,0eeKDrQxjqNl5bX5VCHDcn,201000
935,936,43,2,Lemonade,"Internet Money, Gunna, Don Toliver, NAV",412466,02kDW379Yfd5PzW5A6vuGt,195429
936,937,145,1,Frühstück in Paris,"Capital Bra, Cro",4093115,1ddbNJwDjjmCYz1GFGYnsw,151360
937,938,22,6,ON,BTS,37151476,2QyuXBcV1LJ2rq01KhreMF,246381
938,939,106,4,My Oasis (feat. Burna Boy),Sam Smith,17097317,2KoHxhRyWxJzA0VafWd5Nk,179917
939,940,8,8,Life's A Mess (feat. Halsey),Juice WRLD,19102888,5wWAwzGp2OaaoIkwcz6wZs,202193
940,941,56,21,PORFA,"Feid, Justin Quiles",1251372,5PwAiSk3ufe0YwOHRFPHEG,233000
941,942,177,1,2012,"Bausa, Juju",961181,6bM4daGlfZHtKMQp8tEqVz,170200
942,943,11,5,august,Taylor Swift,42227614,3hUxzQpSfdDqwM3ZTFQY0K,261923
943,944,188,1,if i were u (with Lauv),blackbear,4272745,0CF1RH8dQKuK2lQPSQw2lZ,186468
944,945,37,35,Ballin' (with Roddy Ricch),Mustard,881797,3QzAOrNlsabgbMwlZt7TAY,180435
945,946,72,4,Stay Gold,BTS,37151476,3Ys2PYl1wyPKQIwyqhP9cQ,243267
946,947,186,10,I'm Yours,Jason Mraz,6167871,1EzrEOXmMH3G43AXT1y7pA,242187
947,948,136,32,Youngblood,5 Seconds of Summer,7744095,2iUXsYOEPhVqEBwsqP70rE,203418
948,949,8,5,the last great american dynasty,Taylor Swift,42227614,2Eeur20xVqfUoM3Q7EFPFt,230999
949,950,151,1,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],Dua Lipa,27167675,0pk1hxhJLBSZZ5RKBhcwOa,250280
950,951,10,4,my tears ricochet,Taylor Swift,42227614,1MgV7FIyNxIG7WzMRJV5HC,255894
951,952,59,6,Rags2Riches (feat. ATR Son Son),Rod Wave,2203386,0qg0GJp7HSewRCVPP4fKGk,167147
952,953,79,13,Flex (feat. Juice WRLD),Polo G,4849204,2QqJTIlGKRLJC3onkavYEz,163902
953,954,77,14,Rover (feat. DTG),S1mba,46992,4slSrbTK1sNK4I1mDYEthf,167917
954,955,74,5,Only You Freestyle,"Headie One, Drake",328877,4OENnoidV0h8gJV6bhrw7r,248937
955,956,55,4,Hallucinate,Dua Lipa,27167675,1nYeVF5vIBxMxfPoL0SIWg,208505
956,957,100,15,El Efecto,"Rauw Alejandro, Chencho Corleone",6096559,4SJHHpKhcuXwDsCsPqshXj,217143
957,958,176,3,Coño,"Jason Derulo, Puri, Jhorrmountain",9778632,5DV4ZSCqbFv74ui3ZhimXo,111852
958,959,126,5,Jolie nana,Aya Nakamura,2953525,65RWVU6N81CeH65nu52K1U,147076
959,960,189,2,Lovefool,twocolors,36369,51Of5p3lKZeOg6itfs4og4,190488
960,961,17,4,invisible string,Taylor Swift,42227614,6VsvKPJ4xjVNKpI8VVZ3SV,252881
961,962,118,33,Higher Love,"Kygo, Whitney Houston",7593792,6oJ6le65B3SEqPwMRNXWjY,228267
962,963,185,7,Como Llora,Juanfran,117894,52zq2a71SGs3f1vJuv59ui,187500
963,964,50,22,Walk Em Down (feat. Roddy Ricch),NLE Choppa,6608815,4cSSL3YafYjM3yjgFO1vJg,173288
